,Other_Road_List
308,"cannon road,at cannon road,northbound at cannon road,wa terrace,high wa terrace,- high wa terrace"
309,"gu loaf,ih-45 gu loaf,fm-2351clear lake,at fm-2351clear lake,southbound at fm-2351clear lake,city boulevard,lake city boulevard,fm-2351clear lake city boulevard,wa terrace,high wa terrace,- high wa terrace"
310,"gu loaf,ih-45 gu loaf,fm-2351clear lake,at fm-2351clear lake,northbound at fm-2351clear lake,city boulevard,lake city boulevard,fm-2351clear lake city boulevard,wa terrace,high wa terrace,- high wa terrace"
311,"belt way,cullen boulevard,fm-865 cullen boulevard,at fm-865 cullen boulevard,wa terrace,high wa terrace,- high wa terrace"
312,"belt way,wa terrace,high wa terrace,- high wa terrace"
313,"belt way,af terrace,westbound af terrace,8-north westbound af terrace,kennedy boulevard,f kennedy boulevard,john f kennedy boulevard"
314,"belt way,kennedy boulevard,f kennedy boulevard,john f kennedy boulevard"
315,"wa terrace,high wa terrace,- high wa terrace"
316,"wa terrace,high wa terrace,- high wa terrace"
317,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
318,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
319,"ea street,toll way,houston toll way,sam houston toll way,w lake,at w lake,southbound at w lake,houston parkway,lake houston parkway,w lake houston parkway,pk way,houston pk way,lake houston pk way,wa terrace,high wa terrace,- high wa terrace"
320,"ea street,toll way,houston toll way,sam houston toll way,tid well,at tid well,southbound at tid well,wa terrace,high wa terrace,- high wa terrace"
321,"ea street,toll way,houston toll way,sam houston toll way,generation parkway,at generation parkway,southbound at generation parkway,pk way,generation pk way,at generation pk way,wa terrace,high wa terrace,- high wa terrace"
322,"ea street,toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
323,"ea street,toll way,houston toll way,sam houston toll way,tid well,at tid well,northbound at tid well,wa terrace,high wa terrace,- high wa terrace"
324,"ea street,toll way,houston toll way,sam houston toll way,generation parkway,at generation parkway,northbound at generation parkway,pk way,generation pk way,at generation pk way,wa terrace,high wa terrace,- high wa terrace"
325,"ea street,toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
326,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
327,"toll way,houston toll way,sam houston toll way,ella boulevard,at ella boulevard,westbound at ella boulevard,wa terrace,high wa terrace,- high wa terrace"
328,"toll way,houston toll way,sam houston toll way,wilson road,at wilson road,eastbound at wilson road,wa terrace,high wa terrace,- high wa terrace"
329,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
330,"belt way,cullen boulevard,fm-865 cullen boulevard,at fm-865 cullen boulevard,wa terrace,high wa terrace,- high wa terrace"
331,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,gu loaf,ih-45 gu loaf,at ih-45 gu loaf"
332,"belt way,8-ea street,beltway 8-ea street,wa terrace,high wa terrace,- high wa terrace"
333,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,wa terrace,high wa terrace,- high wa terrace"
334,"toll way,tomball toll way,wa terrace,high wa terrace,- high wa terrace"
335,"toll way,tomball toll way,wa terrace,high wa terrace,- high wa terrace"
336,"tomball parkway,sh-249 tomball parkway,park way,tomball park way,sh-249 tomball park way,wa terrace,high wa terrace,- high wa terrace"
337,"wa terrace,high wa terrace,- high wa terrace"
338,"belt way,8-ea street,beltway 8-ea street,fairmont parkway,at fairmont parkway,northbound at fairmont parkway,pk way,fairmont pk way,at fairmont pk way,wa terrace,high wa terrace,- high wa terrace"
339,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
340,"belt way,8-w estate,beltway 8-w estate,8-we street,beltway 8-we street,york road,little york road,at little york road,wa terrace,high wa terrace,- high wa terrace"
341,"belt way,wa terrace,high wa terrace,- high wa terrace"
342,"belt way,wa terrace,high wa terrace,- high wa terrace"
343,"belt way,wa terrace,high wa terrace,- high wa terrace"
344,"belt way,wa terrace,high wa terrace,- high wa terrace"
345,"belt way,wa terrace,high wa terrace,- high wa terrace"
346,"south loop,ih-610 south loop,- road,sh-288 - road,at sh-288 - road,debr island,road debr island,- road debr island"
347,"southw estate,ih-69 southw estate,at ih-69 southw estate,southwe street,ih-69 southwe street,at ih-69 southwe street,wa terrace,high wa terrace,- high wa terrace"
348,"toll road,hardy toll road,wa terrace,high wa terrace,- high wa terrace"
349,"toll way,houston toll way,sam houston toll way,cullen boulevard,fm-865 cullen boulevard,at fm-865 cullen boulevard,wa terrace,high wa terrace,- high wa terrace"
350,"belt way,8-ea street,beltway 8-ea street,wallis ville,at wallis ville,northbound at wallis ville"
351,"louetta road,at louetta road,southbound at louetta road"
352,"belt way,at belt way,eastbound at belt way,8-w estate,beltway 8-w estate,at beltway 8-w estate,8-we street,beltway 8-we street,at beltway 8-we street"
353,"toll road,hardy toll road,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
354,"toll road,hardy toll road,rankin road,at rankin road,northbound at rankin road,wa terrace,high wa terrace,- high wa terrace"
355,"toll road,hardy toll road,york road,little york road,at little york road,wa terrace,high wa terrace,- high wa terrace"
356,"toll road,hardy toll road,mail route,aldine mail route,at aldine mail route,wa terrace,high wa terrace,- high wa terrace"
357,"toll road,hardy toll road,wa terrace,high wa terrace,- high wa terrace"
358,"toll road,hardy toll road,wa terrace,high wa terrace,- high wa terrace"
359,"toll road,hardy toll road,richey road,at richey road,northbound at richey road,wa terrace,high wa terrace,- high wa terrace"
360,"toll road,hardy toll road,wa terrace,high wa terrace,- high wa terrace"
361,"belt way,8-w estate,beltway 8-w estate,8-we street,beltway 8-we street,tanner road,at tanner road,northbound at tanner road,wa terrace,high wa terrace,- high wa terrace"
362,"belt way,at belt way,southbound at belt way,wa terrace,high wa terrace,- high wa terrace"
363,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,529freeman road,fm 529freeman road,at fm 529freeman road,wa terrace,high wa terrace,- high wa terrace"
364,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,school road,stockdick school road,at stockdick school road,wa terrace,high wa terrace,- high wa terrace"
365,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,bridge land,n bridge land,at n bridge land,bridgeland lake,n bridgeland lake,at n bridgeland lake,lake parkway,bridgeland lake parkway,n bridgeland lake parkway,pk way,lake pk way,bridgeland lake pk way,wa terrace,high wa terrace,- high wa terrace"
366,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,529freeman road,fm 529freeman road,at fm 529freeman road,wa terrace,high wa terrace,- high wa terrace"
367,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,w estate,at w estate,northbound at w estate,we street,at we street,northbound at we street,west road,at west road,northbound at west road,wa terrace,high wa terrace,- high wa terrace"
368,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,wa terrace,high wa terrace,- high wa terrace"
369,"wa terrace,high wa terrace,- high wa terrace"
370,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,north loop,ih-610 north loop,at ih-610 north loop,wa terrace,high wa terrace,- high wa terrace"
371,"northw estate,us-290 northw estate,northwe street,us-290 northwe street,wa terrace,high wa terrace,- high wa terrace"
372,"north loop,ih-610 north loop,rd spur,toll rd spur,hardy toll rd spur"
373,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,clay road,at clay road,northbound at clay road,wa terrace,high wa terrace,- high wa terrace"
374,"at lake,southbound at lake,ih-45 southbound at lake,wa terrace,high wa terrace,- high wa terrace"
375,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
376,"toll way,houston toll way,sam houston toll way,pear land,at pear land,westbound at pear land,pearland parkway,at pearland parkway,westbound at pearland parkway,park way,pearland park way,at pearland park way,wa terrace,high wa terrace,- high wa terrace"
377,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
378,"red bluff,at red bluff,eastbound at red bluff,bluff road,red bluff road,at red bluff road,wa terrace,high wa terrace,- high wa terrace"
379,"grand parkway,sh-99 grand parkway,pk way,grand pk way,sh-99 grand pk way,riverwa lake,at riverwa lake,westbound at riverwa lake,river walk,at river walk,westbound at river walk,riverwalk drive,at riverwalk drive,westbound at riverwalk drive,wa terrace,high wa terrace,- high wa terrace"
380,"ea street,toll way,houston toll way,sam houston toll way,pasadena boulevard,at pasadena boulevard,northbound at pasadena boulevard,wa terrace,high wa terrace,- high wa terrace"
381,"ea street,toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
382,"ea street,toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
383,"north loop,ih-610 north loop,rd spur,toll rd spur,hardy toll rd spur,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
384,"249 mount,sh 249 mount,at sh 249 mount,houston road,mount houston road,249 mount houston road,wa terrace,high wa terrace,- high wa terrace"
385,"wa terrace,high wa terrace,- high wa terrace"
386,"wa terrace,high wa terrace,- high wa terrace"
387,"richey road,before richey road,southbound before richey road,wa terrace,high wa terrace,- high wa terrace"
388,"af terrace,northbound af terrace,north northbound af terrace,richey road,after richey road,northbound after richey road,wa terrace,high wa terrace,- high wa terrace"
389,"hol land,at hol land,southbound at hol land,wa terrace,high wa terrace,- high wa terrace"
390,"belt way,wa terrace,high wa terrace,- high wa terrace"
391,"belt way,at greens,eastbound at greens,8-north eastbound at greens,greens crossing,at greens crossing,eastbound at greens crossing,crossing boulevard,greens crossing boulevard,at greens crossing boulevard,wa terrace,high wa terrace,- high wa terrace"
392,"main street,n main street,at n main street,wa terrace,high wa terrace,- high wa terrace"
